Draw,Date,Weekday,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
09/037,2009-03-29,Sunday,24,32,36,40,42,43,47,"36,42",1,5,1,5,0,0,1,3,2,0,0,1,1339385,80,44645,202,4800,4506.8,320,4900,160,80462.8,20,27069275
09/036,2009-03-26,Thursday,5,14,34,36,38,42,19,38,2,4,1,5,1,1,0,3,1,1,22911730,2,1296770,149,46415,393,4800,8096,320,11260.8,160,158543.2,20,52685330
09/035,2009-03-24,Tuesday,4,12,15,16,38,46,21,,4,2,1,5,1,3,0,1,1,0,0,3,695655,113,49250,336,4800,7217.2,320,10711.2,160,141089.6,20,43976134
09/034,2009-03-21,Saturday,13,23,27,32,34,43,22,32,2,4,4,2,0,1,2,2,1,0,0,3,430015,146,23560,362,4800,6765,320,8745,160,103805,20,31164098
09/033,2009-03-19,Thursday,6,14,18,21,32,46,43,"14,21",4,2,1,5,1,2,1,1,1,0,0,1,1469075,92,42580,164,4800,4426.6,320,4959,160,84261,20,28601595
09/032,2009-03-17,Tuesday,11,12,14,17,21,37,10,,5,1,4,2,0,4,1,1,0,2,2500000,3,404820,123,26325,349,4800,6691.2,320,9655.8,160,113588.4,20,30611627
09/031,2009-03-14,Saturday,10,16,19,33,42,43,12,16,3,3,3,3,1,2,0,1,2,1,5000000,1,1329290,73,48555,186,4800,3806.4,320,5517.6,160,77503.4,20,26448386
09/030,2009-03-12,Thursday,2,12,15,16,30,32,5,32,4,2,1,5,1,3,1,1,0,3,13038055,7,474030,316,28000,876,4800,15748.2,320,23406.4,160,274982.4,20,79256046
09/029,2009-03-10,Tuesday,21,27,32,33,39,48,9,,1,5,4,2,0,0,2,3,1,0,0,6,508860,204,39910,722.4,4800,11227.4,320,20222,160,206945.6,20,68152250
09/028,2009-03-08,Sunday,3,4,11,28,37,40,36,,3,3,3,3,2,1,1,2,0,0,0,6,206830,96,34470,267,4800,5531.2,320,6851.2,160,100502.6,20,28239478
09/027,2009-03-05,Thursday,2,7,17,20,33,47,45,,4,2,4,2,2,2,0,1,1,2,17493305,4,743915,230,34500,432,4800,12116,320,13130.4,160,221271.8,20,63475590
09/026,2009-03-03,Tuesday,22,25,30,37,38,49,15,22,1,5,3,3,0,0,3,2,1,0,0,4,707050,134,56280,360,4800,8721.4,320,10933.8,160,156050.6,20,55757035
09/025,2009-02-28,Saturday,5,15,22,24,34,46,26,"15,24",4,2,2,4,1,1,2,1,1,0,0,3,670405,87,61645,330,4800,6077.4,320,9600.6,160,118478,20,41053141
09/024,2009-02-26,Thursday,14,15,19,23,24,25,2,,5,1,4,2,0,3,3,0,0,0,0,1,1677670,168,26625,325,4800,6317.8,320,8803.6,160,111228.2,20,36121223
09/023,2009-02-24,Tuesday,1,9,32,37,38,47,25,,2,4,4,2,2,0,0,3,1,0,0,0,0,67,60025,212,4800,4683.4,320,6506.8,160,94690.4,20,30556763
09/022,2009-02-21,Saturday,7,8,14,15,20,21,44,,6,0,3,3,2,3,1,0,0,1,5000000,4,287015,142,21560,212,4800,6110,320,5691,160,101863.6,20,26539704
09/021,2009-02-19,Thursday,6,9,16,26,29,36,8,26,3,3,2,4,2,1,2,1,0,9,555555,27,19200,781,9600,989.8,4800,13086.2,320,14595.8,160,125192.8,20,28212824
09/020,2009-02-17,Tuesday,8,12,15,26,39,44,6,"12,39",3,3,2,4,1,2,1,1,1,2,14101445,48,56960,317,23000,1149,4800,12054.4,320,19110.4,160,217936.6,20,68186091
09/019,2009-02-14,Saturday,12,17,31,37,39,46,8,,2,4,4,2,0,2,0,3,1,0,0,2,792425,81,52175,269,4800,4438.6,320,7854.2,160,87686.6,20,32097496
09/018,2009-02-12,Thursday,10,14,22,28,32,42,36,14,3,3,0,6,1,1,2,1,1,0,0,3,424875,83,40950,266,4800,5777.2,320,7495.2,160,100664,20,29029643
09/017,2009-02-10,Tuesday,4,6,14,21,24,48,8,48,5,1,1,5,2,1,2,0,1,2,7699240,9,208065,170,29370,714.8,4800,9369.6,320,17067,160,158712,20,48246308
09/016,2009-02-07,Saturday,9,12,42,44,45,48,35,,2,4,2,4,1,1,0,0,4,0,0,4,398385,141,30135,211,4800,7322,320,6556,160,109288.8,20,33824023
09/015,2009-02-05,Thursday,3,23,25,36,46,47,20,46,2,4,4,2,1,0,2,1,2,0,0,2,777650,82,50575,185,4800,4624,320,5227.4,160,85234.8,20,30190654
09/014,2009-02-03,Tuesday,8,12,26,31,44,46,42,,2,4,1,5,1,1,1,1,2,1,5000000,1,1657005,90,49095,233,4800,5116.4,320,6734.2,160,98719.6,20,33234733
09/013,2009-01-31,Saturday,4,9,10,14,24,29,38,9,5,1,2,4,3,1,2,0,0,3,6222920,4,494585,342,15425,508.8,4800,13932.2,320,13918.8,160,215509.6,20,51724251
09/012,2009-01-29,Thursday,6,8,9,17,25,36,4,17,4,2,3,3,3,1,1,1,0,0,0,8,168980,251.8,14315,620,4800,11701.4,320,15997,160,185600.8,20,42399637
09/011,2009-01-27,Tuesday,7,13,17,21,42,45,36,,4,2,5,1,1,2,1,0,2,0,0,2,613020,100,32690,311,4800,4544.4,320,6453.6,160,85883.2,20,27183768
09/010,2009-01-25,Sunday,4,12,19,40,44,47,49,"44,47",3,3,2,4,1,2,0,1,2,0,0,1,1255665,58,57730,161,4800,3577,320,4649,160,69326.6,20,24531204
09/009,2009-01-23,Friday,5,17,37,38,44,47,12,5,2,4,4,2,1,1,0,2,2,2,37514940,7,1052460,463,42430,1065,4800,25963.2,320,33807.2,160,476274,20,152457863
09/008,2009-01-20,Tuesday,5,13,22,29,34,42,37,29,3,3,3,3,1,1,2,1,1,0,0,14,355430,422,31440,1047,4800,20610.2,320,25473.2,160,366309.4,20,110143413
09/007,2009-01-17,Saturday,1,15,16,28,29,47,37,,3,3,4,2,1,2,2,0,1,1,5000000,6,212295,87,39040,178,4800,4225.6,320,5134.6,160,80296.6,20,25862773
09/006,2009-01-15,Thursday,6,9,10,12,24,32,30,12,5,1,1,5,3,1,1,1,0,1,5000000,5,155540,227,9600,450,4800,9186,320,10740.4,160,130927.6,20,26913079
09/005,2009-01-13,Tuesday,12,15,36,40,41,49,42,,2,4,3,3,0,2,0,2,2,1,16231080,2,1039965,109,50885,296,4800,6777.4,320,8243,160,123794.2,20,41892462
09/004,2009-01-11,Sunday,3,7,16,19,44,47,31,19,4,2,4,2,2,2,0,0,2,0,0,3,554585,69,64300,206,4800,4926,320,6876.6,160,97727.6,20,32979008
09/003,2009-01-08,Thursday,18,19,22,33,42,46,7,42,3,3,2,4,0,2,1,1,2,0,0,8,166170,93,38115,230,4800,4610,320,6698.2,160,83064.2,20,27872885
09/002,2009-01-06,Tuesday,9,14,23,30,42,45,19,30,3,3,3,3,1,1,2,0,2,2,8335270,4,568835,163.6,37085,371,4800,8396.4,320,10898.8,160,154668.4,20,48100179
09/001,2009-01-03,Saturday,2,10,16,21,22,30,26,,5,1,1,5,2,1,3,0,0,0,0,4,403705,177,24325,419,4800,8219.6,320,10420.6,160,137588.6,20,38686625
08/149,2008-12-30,Tuesday,4,8,18,29,40,47,9,,3,3,2,4,2,1,1,1,1,0,0,5,272815,62,58670,267,4800,4272.4,320,8846,160,86861.6,20,29249504
08/148,2008-12-27,Saturday,2,17,19,21,24,34,18,24,5,1,3,3,1,2,2,1,0,2,29659155,10,602220,382,42035,1024,4800,19614.6,320,27626.6,160,361675.4,20,124008231
08/147,2008-12-23,Tuesday,22,24,26,29,33,48,46,26,2,4,2,4,0,0,4,1,1,0,0,8,552150,270,43625,681,4800,15810,320,18745,160,291001.6,20,91681157
08/146,2008-12-21,Sunday,6,13,20,26,34,40,10,40,3,3,1,5,1,2,1,2,0,0,0,1,1273320,80,42440,272,4800,4164.2,320,7716.2,160,78067.4,20,27337869
08/145,2008-12-18,Thursday,2,22,27,31,40,46,13,,2,4,2,4,1,0,2,2,1,1,16252200,3,654880,96,54570,330,4800,5483,320,9709.8,160,108392.8,20,39727696
08/144,2008-12-16,Tuesday,21,29,32,36,38,44,43,36,1,5,2,4,0,0,2,3,1,0,0,3,595360,114,41775,211,4800,4741.2,320,7233.2,160,92755,20,34495071
08/143,2008-12-13,Saturday,1,7,27,36,40,48,13,"1,48",2,4,3,3,2,0,1,2,1,0,0,5,235605,73,43030,234,4800,3774.8,320,7172.4,160,78182.6,20,25319936
08/142,2008-12-11,Thursday,1,10,11,41,47,48,20,47,3,3,4,2,2,1,0,0,3,1,5000000,3,422985,130,26025,189,4800,5305,320,6204.4,160,90006.8,20,27211172
08/141,2008-12-09,Tuesday,7,14,21,43,44,47,35,,3,3,4,2,1,1,1,0,3,1,29663860,11,292840,210,40905,529,4800,11275,320,15401,160,198044.2,20,66984116
08/140,2008-12-07,Sunday,4,9,17,26,28,30,1,28,3,3,2,4,2,1,3,0,0,0,0,9,127840,113,27150,470.2,4800,6457.4,320,12568.4,160,112115.6,20,31492017
08/139,2008-12-04,Thursday,8,10,28,35,37,47,12,,2,4,3,3,2,0,1,2,1,0,0,2,616410,85,38675,241,4800,4676,320,7710.4,160,90617.8,20,27279254
08/138,2008-12-02,Tuesday,3,13,29,30,31,43,8,,2,4,5,1,1,1,2,1,1,1,5000000,3,393010,141,22295,372.4,4800,6239.8,320,10186.6,160,97896.2,20,29647582
08/137,2008-11-29,Saturday,5,6,27,33,36,37,48,"6,36",2,4,4,2,2,0,1,3,0,1,21325340,1,2074245,192,28805,321,4800,9515.8,320,9710,160,167684.6,20,45720566
08/136,2008-11-27,Thursday,4,6,14,21,36,46,41,46,4,2,1,5,2,1,1,1,1,0,0,6,323825,150,34540,335,4800,7031.8,320,8472.4,160,128502.2,20,40774183
08/135,2008-11-25,Tuesday,3,9,18,38,46,48,13,3,3,3,2,4,2,1,0,1,2,0,0,1,1424555,123,30880,407,4800,7624.2,320,10933.2,160,131080.4,20,35556622
08/134,2008-11-22,Saturday,1,3,4,17,24,28,7,4,5,1,3,3,3,1,2,0,0,0,0,7,108530,136,14895,716,4800,6102.2,320,16472.8,160,103589.4,20,25767334
08/133,2008-11-20,Thursday,4,13,31,36,40,41,49,,2,4,3,3,1,1,0,3,1,1,14286415,10,171620,179,25565,788,4800,7957.6,320,10199,160,131142.6,20,42882294
08/132,2008-11-18,Tuesday,5,11,18,28,29,32,10,"5,32",3,3,3,3,1,2,2,1,0,0,0,5,275850,148,24850,508.8,4800,8543.2,320,13071.8,160,144654.2,20,37528101
08/131,2008-11-15,Saturday,2,5,8,24,32,37,35,,4,2,2,4,3,0,1,2,0,0,0,5,197910,143,18450,316.4,4800,6268.8,320,8519.2,160,105765.6,20,26393845
08/130,2008-11-13,Thursday,9,10,20,33,34,43,42,20,3,3,3,3,2,1,0,2,1,3,13659900,7,555360,252,41135,673,4800,14941.6,320,18039,160,275258.2,20,83117323
08/129,2008-11-11,Tuesday,17,19,20,27,32,35,11,,3,3,4,2,0,3,1,2,0,0,0,2,1552840,228,36320,835,4800,12134.8,320,23226.4,160,217835,20,71696916
08/128,2008-11-09,Sunday,1,4,6,15,24,48,43,6,5,1,2,4,3,1,1,0,1,2,12176225,4,651990,136,51135,314,4800,10457.8,320,10307,160,194907.6,20,54642426
08/127,2008-11-06,Thursday,5,6,28,35,42,43,4,43,2,4,3,3,2,0,1,1,2,0,0,2,1133640,150,40305,400.8,4800,8692.4,320,11510.6,160,164337.2,20,48970365
08/126,2008-11-03,Monday,1,8,20,25,38,43,39,,3,3,3,3,2,1,1,1,1,0,0,0,0,107,29445,197,4800,5175.4,320,5888,160,94273,20,26085656
08/125,2008-11-01,Saturday,11,17,19,23,32,44,25,23,4,2,4,2,0,3,1,1,1,0,0,4,304665,80,40620,193,4800,4477.6,320,5583.4,160,81121.4,20,25560969
08/124,2008-10-30,Thursday,5,13,23,33,37,40,39,13,3,3,5,1,1,1,1,3,0,1,48890260,10,449390,281,42645,859.4,4800,18329.6,320,23168,160,326807.6,20,98437363
08/123,2008-10-28,Tuesday,3,10,11,13,26,48,9,"3,13",4,2,3,3,2,2,1,0,1,0,0,5,623895,289,28780,1029,4800,15381.4,320,27738.6,160,269417.4,20,78779897
08/122,2008-10-25,Saturday,3,13,18,20,22,30,39,,5,1,2,4,1,3,2,0,0,0,0,4,584900,198,31505,476,4800,11632.8,320,12748.2,160,199594.2,20,54034852
08/121,2008-10-23,Thursday,5,9,19,21,27,46,37,9,4,2,5,1,2,1,2,0,1,0,0,5,407305,193,28135,406,4800,10608.4,320,11404,160,182581.8,20,47665584
08/120,2008-10-21,Tuesday,1,8,9,32,35,37,14,"9,32,35",3,3,4,2,3,0,0,3,0,0,0,6,288970,142,32560,334,4800,7331.4,320,9361,160,144213.4,20,38950598
08/119,2008-10-18,Saturday,3,6,7,9,32,35,24,6,4,2,4,2,4,0,0,2,0,0,0,5,181340,143.4,16860,441.4,4800,8264.4,320,10312.6,160,138971.6,20,29324743
08/118,2008-10-16,Thursday,6,21,31,40,42,44,7,"21,44",2,4,2,4,1,0,1,2,2,0,0,3,466935,45,83010,177,4800,3300,320,5837,160,69414,20,26833726
08/117,2008-10-14,Tuesday,11,14,19,21,41,44,31,11,4,2,4,2,0,3,1,0,2,1,9694050,5,312935,108,38630,420,4800,5251.8,320,10159.8,160,97139.2,20,34681133
08/116,2008-10-11,Saturday,8,11,35,37,38,46,27,38,2,4,3,3,1,1,0,3,1,0,0,4,314110,66,50765,148,4800,3898.2,320,5588.4,160,78483,20,25234063
08/115,2008-10-09,Thursday,1,2,12,19,27,38,41,,4,2,3,3,2,2,1,1,0,2,14349375,9,322175,292.4,26440,547,4800,14793.8,320,14048.4,160,248281.6,20,66324768
08/114,2008-10-07,Tuesday,4,10,26,34,46,49,5,4,2,4,1,5,2,0,1,1,2,2,4535500,5,271400,298,12140,379,4800,8823,320,8792.4,160,111504.2,20,33742275
08/113,2008-10-04,Saturday,4,14,16,19,22,35,9,,5,1,2,4,1,3,1,1,0,0,0,3,316155,94,26905,337,4800,5103,320,9627,160,83841.6,20,24844910
08/112,2008-10-02,Thursday,13,17,20,29,32,42,15,,3,3,3,3,0,3,1,1,1,1,35092340,3,1138915,178,51185,452,4800,10199,320,13759.4,160,192506.4,20,67622368
08/111,2008-09-30,Tuesday,11,26,27,39,40,47,34,39,1,5,4,2,0,1,2,2,1,0,0,7,396955,159,46600,427,4800,8490.8,320,10927.2,160,162523,20,55781883
08/110,2008-09-27,Saturday,7,17,33,36,39,44,31,,2,4,4,2,1,1,0,3,1,0,0,5,352515,116,40515,332,4800,6401.8,320,8720,160,116874.8,20,37569733
08/109,2008-09-25,Thursday,1,4,15,16,29,46,30,4,4,2,3,3,2,2,1,0,1,0,0,1,2072735,129,42845,296,4800,6685.8,320,8832.4,160,127312.4,20,42045508
08/108,2008-09-20,Saturday,4,5,10,27,28,49,46,49,3,3,3,3,3,0,2,0,1,0,0,4,279720,122,24455,178,4800,5424.6,320,4224,160,90657.2,20,24585622
08/107,2008-09-18,Thursday,2,17,34,38,46,49,33,,2,4,2,4,1,1,0,2,2,1,5000000,2,721365,52,73985,137,4800,3397.4,320,4669.8,160,67319.4,20,26681126
08/106,2008-09-16,Tuesday,4,9,14,25,36,40,45,9,3,3,2,4,2,1,1,2,0,1,9031915,2,671985,151,23730,319,4800,7433.8,320,8899.8,160,113809.4,20,32326152
08/105,2008-09-13,Saturday,3,8,9,16,34,46,42,8,4,2,2,4,3,1,0,1,1,0,0,1,1165725,86,36145,204.8,4800,5491,320,5523.8,160,104906.4,20,26411557
08/104,2008-09-11,Thursday,2,8,12,20,25,49,34,,4,2,2,4,2,2,1,0,1,1,5000000,2,567985,146,20745,247,4800,7187.8,320,6339,160,115672.8,20,28028845
08/103,2008-09-09,Tuesday,3,7,15,23,29,48,5,23,4,2,5,1,2,1,2,0,1,2,20794020,15,301955,348,34705,1053,4800,19611,320,32884.2,160,356823,20,105388681
08/102,2008-09-06,Saturday,4,10,18,22,23,38,35,22,5,1,1,5,2,1,2,1,0,2,19842215,7,484040,319,28320,748,4800,17218.4,320,20651.4,160,303513.2,20,80180575
08/101,2008-09-04,Thursday,7,17,22,26,31,42,12,"22,31",3,3,3,3,1,1,2,1,1,0,0,5,598705,198.4,40235,613,4800,10804.8,320,17436.8,160,202796.6,20,65141481
08/100,2008-09-02,Tuesday,9,13,16,22,24,31,18,,5,1,3,3,1,2,2,1,0,0,0,2,1050495,169,33150,524,4800,10465.6,320,14240,160,181889.4,20,50319031
08/099,2008-08-30,Saturday,2,8,10,37,44,49,22,,3,3,2,4,3,0,0,1,2,0,0,2,812910,73,59390,322,4800,4859,320,9269,160,100591,20,34270616
08/098,2008-08-28,Thursday,1,21,27,31,34,38,10,,2,4,4,2,1,0,2,3,0,0,0,1,1452825,87,44530,283,4800,5230.8,320,8123,160,98759.8,20,31389892
08/097,2008-08-26,Tuesday,2,13,19,25,30,43,44,25,3,3,4,2,1,2,2,0,1,0,0,1,1425725,76,50025,152,4800,4151.4,320,4968,160,82515.4,20,27681710
08/096,2008-08-23,Saturday,3,9,10,20,25,34,41,"3,20",4,2,3,3,3,1,1,1,0,1,13831390,1,1376470,127,28900,202,4800,6287,320,5612,160,110394.2,20,29946843
08/095,2008-08-21,Thursday,1,3,20,21,35,37,46,,4,2,5,1,2,1,1,2,0,0,0,3,522440,86,48595,191,4800,5069.6,320,5040,160,98275.4,20,31098537
08/094,2008-08-19,Tuesday,7,19,24,26,32,39,20,32,3,3,3,3,1,1,2,2,0,0,0,4,342835,108,33860,210,4800,4805,320,5737,160,90956.8,20,28387309
08/093,2008-08-16,Saturday,14,25,32,38,43,46,35,46,1,5,2,4,0,1,1,2,2,1,5000000,2,625115,72,46305,174,4800,3300,320,5117.4,160,63117.2,20,24317763
08/092,2008-08-14,Thursday,16,20,23,27,41,46,6,,3,3,3,3,0,2,2,0,2,1,16071565,4,528445,72,78285,246,4800,5106.4,320,8380,160,103911.4,20,40221233
08/091,2008-08-12,Tuesday,10,11,15,26,28,31,43,15,3,3,3,3,1,2,2,1,0,0,0,3,525575,124,33905,246,4800,6846,320,6816,160,120880,20,34131272
08/090,2008-08-09,Saturday,8,15,19,21,32,42,10,,4,2,3,3,1,2,1,1,1,0,0,2,584050,56,55620,208,4800,4123.8,320,6150.6,160,79281.2,20,24898736
08/089,2008-08-07,Thursday,3,17,23,24,30,47,26,,4,2,4,2,1,1,3,0,1,2,4860685,8,181330,151,25615,280,4800,6022.8,320,7417.6,160,104595.4,20,31810457
08/088,2008-08-05,Tuesday,6,11,16,38,42,49,40,"6,11",3,3,2,4,1,2,0,1,2,0,0,4,376020,87,46100,191,4800,4963,320,6395.8,160,99560.4,20,30626919
08/087,2008-08-02,Saturday,4,6,8,11,33,35,25,"8,33",4,2,3,3,3,1,0,2,0,1,5000000,0,0,112,20405,410.4,4800,6211.8,320,8643.6,160,108326.8,20,25529823
08/086,2008-07-31,Thursday,1,8,25,33,34,41,28,"25,34",2,4,4,2,2,0,1,2,1,3,13827980,4,1002570,319,33520,679,4800,14447,320,20992.6,160,265275.2,20,85048139
08/085,2008-07-29,Tuesday,7,15,25,34,35,38,6,,2,4,4,2,1,1,1,3,0,0,0,7,450145,297,28290,775.4,4800,16063.4,320,21387.8,160,270553.2,20,75518001
08/084,2008-07-26,Saturday,9,10,12,13,41,48,6,,4,2,3,3,2,2,0,0,2,0,0,2,548285,59,49560,241,4800,3907.4,320,8972,160,77951.8,20,24880033
08/083,2008-07-24,Thursday,5,15,29,31,38,45,48,"29,45",2,4,5,1,1,1,1,2,1,1,14898955,3,524565,292,14370,423,4800,10984.2,320,10156,160,149354.4,20,40159944
08/082,2008-07-22,Tuesday,10,29,33,40,43,45,8,29,1,5,4,2,1,0,1,2,2,0,0,2,862970,87,52900,269,4800,4974,320,8427,160,98441,20,34896895
08/081,2008-07-19,Saturday,1,18,24,29,35,46,2,18,3,3,3,3,1,1,2,1,1,0,0,2,609870,76,42795,197,4800,3589,320,5323.4,160,70015.6,20,24596334
08/080,2008-07-17,Thursday,15,18,25,27,38,47,2,"38,47",2,4,4,2,0,2,2,1,1,1,23170400,4,644360,155,44340,364,4800,8553,320,11069.2,160,157880.4,20,52398628
08/079,2008-07-15,Tuesday,9,17,19,24,38,47,3,38,4,2,4,2,1,2,1,1,1,0,0,3,669535,125,42850,385,4800,7281,320,11407.4,160,135367.4,20,43380589
08/078,2008-07-12,Saturday,5,21,25,27,38,40,11,5,2,4,4,2,1,0,3,2,0,0,0,3,490245,90,43575,256.8,4800,4869,320,8108.4,160,92418.2,20,30946498
08/077,2008-07-10,Thursday,5,12,17,18,41,44,32,18,4,2,3,3,1,3,0,0,2,0,0,2,678460,54,67005,187,4800,3674,320,5629.8,160,77644,20,26792142
08/076,2008-07-08,Tuesday,15,18,19,21,24,26,36,15,5,1,3,3,0,3,3,0,0,1,24237205,2,1459985,188,41415,415,4800,9035.6,320,12937.8,160,169229.6,20,58758896
08/075,2008-07-05,Saturday,2,6,7,15,20,38,14,,5,1,2,4,3,2,0,1,0,0,0,4,464215,159,31140,440.8,4800,10008,320,12081.2,160,174371,20,45078248
08/074,2008-07-02,Wednesday,3,21,26,29,31,48,1,,2,4,4,2,1,0,3,1,1,0,0,6,272590,87,50130,225,4800,4772.4,320,7554,160,96073.8,20,32813665
08/073,2008-06-29,Sunday,1,2,7,19,28,34,5,,4,2,3,3,3,1,1,1,0,0,0,4,160115,81.4,20980,387,4800,5107.2,320,9801,160,85215.6,20,21215564
08/072,2008-06-27,Friday,8,33,39,40,46,48,24,8,1,5,2,4,1,0,0,3,2,1,41873410,2,2165350,235,49140,663,4800,13988,320,21051.4,160,268609.8,20,89121813
08/071,2008-06-24,Tuesday,8,9,22,27,29,42,38,29,3,3,3,3,2,0,3,0,1,0,0,4,740105,287,27505,761,4800,15943.6,320,20954.8,160,269268,20,72557412
08/070,2008-06-21,Saturday,1,5,13,29,34,44,25,,3,3,4,2,2,1,1,1,1,0,0,1,1497715,94,42485,232,4800,5164.2,320,6842,160,100906.2,20,31206068
08/069,2008-06-19,Thursday,2,11,18,26,39,45,24,,3,3,3,3,1,2,1,1,1,0,0,1,1361165,99,36660,195,4800,4736.8,320,6148.6,160,88174.6,20,28094355
08/068,2008-06-17,Tuesday,3,5,6,13,31,32,15,3,4,2,4,2,3,1,0,2,0,1,18784070,0,0,241,19370,603.2,4800,11745.2,320,14350,160,196178.6,20,47589376
08/067,2008-06-14,Saturday,3,15,19,40,41,44,13,15,3,3,4,2,1,2,0,1,2,0,0,1,1778940,78,60815,208,4800,4283.4,320,6789,160,87164.6,20,33761447
08/066,2008-06-12,Thursday,4,6,9,15,22,37,3,,5,1,3,3,3,1,1,1,0,0,0,6,177525,124,22905,487,4800,7164.4,320,13663.6,160,128380.8,20,31828362
08/065,2008-06-10,Tuesday,2,7,11,20,29,45,48,"11,45",4,2,4,2,2,2,1,0,1,0,0,4,316300,126,26775,196,4800,5562.4,320,4830,160,95886.4,20,27185578
08/064,2008-06-07,Saturday,6,11,14,23,39,45,10,,4,2,4,2,1,2,1,1,1,3,1666665,1,739195,124,27815,266,4800,5707.6,320,7982,160,100186.2,20,29372124
08/063,2008-06-03,Tuesday,5,32,33,40,41,49,30,,1,5,4,2,1,0,0,3,2,2,15394260,2,1798085,272,35255,682,4800,13338,320,19744,160,243019.6,20,77605156
08/062,2008-05-31,Saturday,11,26,31,34,36,42,13,,1,5,2,4,0,1,1,3,1,0,0,3,430375,76.4,45065,290.2,4800,5030.6,320,8200.8,160,93970.2,20,28987230
08/061,2008-05-29,Thursday,1,6,27,39,44,49,36,,2,4,4,2,2,0,1,1,2,0,0,1,1173100,63,49655,246,4800,3952,320,6558.2,160,79580.8,20,25334297
08/060,2008-05-27,Tuesday,22,23,24,28,29,43,6,,3,3,3,3,0,0,5,0,1,1,5000000,4,283400,186,16250,308,4800,6157.6,320,7650.8,160,92565.8,20,27461285
08/059,2008-05-24,Saturday,1,5,12,14,19,31,45,"1,19",5,1,4,2,2,3,0,1,0,1,10181005,3,423620,170,19935,249,4800,7847.6,320,6303,160,119109,20,30384206
08/058,2008-05-22,Thursday,1,19,23,29,34,41,15,"1,23",3,3,5,1,1,1,2,1,1,0,0,0,0,45,81090,158.2,4800,3328.6,320,4769,160,69794,20,25941473
08/057,2008-05-20,Tuesday,1,4,6,23,25,47,49,,4,2,4,2,3,0,2,0,1,2,13369550,4,561590,197,30405,621,4800,10964.6,320,15337,160,195750,20,54287613
08/056,2008-05-17,Saturday,3,18,24,45,46,48,31,45,3,3,2,4,1,1,1,0,3,0,0,2,646665,45,76640,150,4800,3368,320,4574.4,160,68175.8,20,24755909
08/055,2008-05-15,Thursday,7,21,22,38,45,47,40,,3,3,4,2,1,0,2,1,2,1,5000000,0,0,54,65165,142,4800,4131,320,4731.4,160,80018.4,20,25979053
08/054,2008-05-13,Tuesday,8,19,26,34,37,40,29,,2,4,2,4,1,1,1,3,0,3,3793175,4,428855,86,53190,247,4800,4640.8,320,6712.6,160,95661.2,20,33750385
08/053,2008-05-10,Saturday,5,6,27,41,47,49,40,49,2,4,5,1,2,0,1,0,3,0,0,0,0,66,49825,159,4800,3561,320,4768,160,68513.2,20,24204565
08/052,2008-05-08,Thursday,16,24,31,35,37,49,39,49,2,4,4,2,0,1,1,3,1,1,5000000,1,1387905,62,59690,184,4800,3619.8,320,5167,160,69241.4,20,26705366
08/051,2008-05-06,Tuesday,7,8,13,26,28,49,17,,3,3,3,3,2,1,2,0,1,1,5000000,1,1154850,135,22810,269.8,4800,7145.4,320,8042,160,126012.2,20,29350013
08/050,2008-05-03,Saturday,1,3,4,5,37,39,8,,4,2,5,1,4,0,0,2,0,1,10225480,4,310205,203,16300,761.8,4800,11669.6,320,17186.4,160,148307,20,41106047
08/049,2008-04-29,Tuesday,20,22,24,25,40,41,35,24,3,3,2,4,0,1,3,1,1,0,0,0,0,68,58935,195.4,4800,4438.4,320,6099.4,160,80884.4,20,29560311
08/048,2008-04-26,Saturday,13,15,17,19,24,32,9,13,5,1,4,2,0,4,1,1,0,2,8290775,3,631850,145,34860,346,4800,6220.2,320,10135.8,160,114980.6,20,39739856
08/047,2008-04-24,Thursday,8,12,13,25,31,35,21,"8,31",3,3,4,2,1,2,1,2,0,0,0,10,146585,141,27720,376.4,4800,7887,320,9506.6,160,133557.8,20,35669871
08/046,2008-04-22,Tuesday,8,14,31,36,40,46,9,46,2,4,1,5,1,1,0,3,1,0,0,0,0,77,51850,221,4800,4382,320,7011,160,82636,20,30011998
08/045,2008-04-19,Saturday,7,10,16,19,42,46,20,"7,10",4,2,2,4,2,2,0,0,2,1,5000000,2,534600,63,45255,250,4800,3983,320,7907,160,75511.8,20,24227575
08/044,2008-04-17,Thursday,7,10,11,27,31,48,5,"31,48",3,3,4,2,2,1,1,1,1,1,5000000,0,0,86,33690,353,4800,5912.8,320,9425.8,160,103581.6,20,28012831
08/043,2008-04-15,Tuesday,8,25,31,38,43,48,23,38,1,5,3,3,1,0,1,2,2,1,30114710,3,1123855,249,36105,709,4800,13569.4,320,18977.8,160,247293.8,20,74866457
08/042,2008-04-13,Sunday,1,9,22,23,34,38,24,,4,2,3,3,2,0,2,2,0,1,50615815,5,1000940,470,28395,1068,4800,24512.4,320,30626.2,160,434867.6,20,117097302
08/041,2008-04-08,Tuesday,11,13,21,36,39,40,43,36,3,3,4,2,0,2,1,3,0,0,0,7,619545,272,42515,675,4800,14255,320,18563.4,160,267454.2,20,88689833
