Draw,Date,Weekday,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
25/026,2025-03-08,Saturday,19,25,26,29,32,39,4,"19,39",1,5,4,2,0,1,3,2,0,0,0,0.5,1238975,97,68120,238.5,9600,5615.2,640,7801.5,320,101029.8,40,65624522
25/025,2025-03-06,Thursday,4,11,19,20,30,39,45,,4,2,3,3,1,3,1,1,0,0,0,3.5,627120,103,56820,217,9600,6045.5,640,5948,320,107098.7,40,59544177
25/024,2025-03-04,Tuesday,1,9,14,38,42,43,23,42,3,3,3,3,2,1,0,1,2,0,0,1.5,1521650,75.7,80400,213.5,9600,3882.9,640,6834.3,320,83528.2,40,58733392
25/023,2025-03-01,Saturday,4,15,22,25,29,42,1,"15,25",3,3,3,3,1,1,3,0,1,0,0,0,0,62.5,75790,219,9600,3456.1,640,6766.3,320,66010,40,47315035
25/022,2025-02-27,Thursday,7,11,15,17,25,28,9,11,4,2,5,1,1,3,2,0,0,0,0,3,399970,123,26010,441,9600,5272.7,640,9791.1,320,86367.9,40,40697855
25/021,2025-02-25,Tuesday,1,2,6,11,40,47,32,,4,2,3,3,3,1,0,1,1,1,43865730,3.5,888100,105,78940,313.8,9600,8505.3,640,9223.1,320,167308,40,85452267
25/020,2025-02-22,Saturday,14,15,20,27,41,44,33,"20,27,41,44",3,3,3,3,0,3,1,0,2,0,0,4,658210,80,87760,199.5,9600,5661.5,640,6612,320,83447.6,40,66984453
25/019,2025-02-20,Thursday,13,20,22,27,41,44,36,13,3,3,3,3,0,2,2,0,2,0,0,1,2425350,69.5,93050,193.5,9600,4209.7,640,5692,320,80704.1,40,61052432
25/018,2025-02-18,Tuesday,3,7,13,35,37,39,23,,3,3,6,0,2,1,0,3,0,0,0,4,512930,107,51130,364,9600,5625.8,640,9675.5,320,99341.6,40,59162960
25/017,2025-02-15,Saturday,1,8,21,25,29,34,4,29,3,3,4,2,2,0,3,1,0,0,0,2.5,694770,72.5,63880,210.2,9600,4073.4,640,6942.4,320,81746.1,40,47753312
25/016,2025-02-13,Thursday,5,26,29,32,42,45,36,"5,26",1,5,3,3,1,0,2,1,2,0,0,1,1735670,42,110200,101.5,9600,2485.7,640,3561,320,50847.8,40,42283057
25/015,2025-02-11,Tuesday,5,15,20,26,30,40,39,,3,3,2,4,1,2,2,1,0,1,27165300,3.5,724360,289.5,23350,340,9600,8319,640,7711.2,320,118732.2,40,70993987
25/014,2025-02-08,Saturday,1,7,21,27,33,45,17,"1,45",3,3,6,0,2,0,2,1,1,0,0,6,304930,171.5,28440,510.4,9600,6397.9,640,11058,320,102359.2,40,57728492
25/013,2025-02-06,Thursday,1,4,18,25,38,45,23,18,3,3,3,3,2,1,1,1,1,0,0,1,1783040,84,56600,287.5,9600,5109.4,640,8250.9,320,97202,40,51724315
25/012,2025-02-04,Tuesday,3,13,15,18,19,24,37,18,6,0,4,2,1,4,1,0,0,0,0,0.5,721520,76,50630,180.5,9600,5562.6,640,5035.1,320,91386.3,40,42353635
25/011,2025-02-02,Sunday,14,18,30,36,40,42,1,"14,36",2,4,0,6,0,2,1,2,1,1,193762620,12,1215620,536.5,72500,1358,9600,29767.6,640,42866.3,320,569761.9,40,380697962
25/010,2025-01-25,Saturday,7,14,19,31,36,45,24,,3,3,4,2,1,2,0,2,1,2,7578090,1,1580300,62,84960,204.5,9600,3961.2,640,5473.9,320,75878,40,51547722
25/009,2025-01-23,Thursday,3,6,24,25,34,37,45,,3,3,3,3,2,0,2,2,0,0,0,0.5,834970,50.5,88180,127,9600,3505.7,640,4022.2,320,72790.4,40,43343702
25/008,2025-01-21,Tuesday,16,22,33,43,48,49,8,,2,4,3,3,0,1,1,1,3,1,24588320,3,873060,116.5,59950,365,9600,6223,640,9706.5,320,108389.9,40,71603316
25/007,2025-01-18,Saturday,3,4,6,12,18,32,28,"3,4",5,1,1,5,3,2,0,1,0,0.5,16730720,6,346480,268,20680,649.5,9600,11180.2,640,14642,320,164579.8,40,70509097
25/006,2025-01-16,Thursday,1,3,4,19,38,45,39,3,4,2,4,2,3,1,0,1,1,0,0,2.5,947930,76,83150,239.5,9600,5678.3,640,7272.3,320,117535.2,40,64108211
25/005,2025-01-14,Tuesday,3,5,11,12,18,48,6,,5,1,3,3,2,3,0,0,1,0,0,5,359030,164.4,29110,654.5,9600,8707.5,640,15627.4,320,139631.6,40,60887170
25/004,2025-01-11,Saturday,8,15,26,27,30,35,2,35,2,4,3,3,1,1,3,1,0,0,0,3,576460,60,76860,187,9600,3814.5,640,6320.1,320,74082,40,46488612
25/003,2025-01-09,Thursday,1,19,28,33,35,41,11,,2,4,5,1,1,1,1,2,1,0,0,0,0,41,100250,168.5,9600,2998.8,640,6182.1,320,61921.6,40,41152640
25/002,2025-01-07,Tuesday,8,13,18,23,31,47,16,23,4,2,4,2,1,2,1,1,1,2,69234020,14,844560,651.5,48390,1374.5,9600,34521.8,640,39843.6,320,596018.4,40,328821743
25/001,2025-01-02,Thursday,9,23,42,44,45,46,22,,2,4,3,3,1,0,1,0,4,0,0,9.5,982330,309.5,80400,932,9600,18834,640,25306,320,334380.7,40,241793017
24/140,2024-12-28,Saturday,1,3,5,18,26,35,14,18,4,2,4,2,3,1,1,1,0,0,0,5.5,668690,207.5,47260,531.5,9600,12688.6,640,14010.3,320,213728.5,40,107128037
24/139,2024-12-24,Tuesday,8,11,18,23,25,41,45,23,4,2,4,2,1,2,2,0,1,0,0,7,476080,178.5,49780,377.5,9600,9755.7,640,9650.5,320,178035.4,40,92452676
24/138,2024-12-21,Saturday,14,20,21,22,23,30,18,,5,1,2,4,0,2,4,0,0,0,0,1,2321600,117.5,52680,354.5,9600,6437.4,640,8719.4,320,107978.2,40,65209192
24/137,2024-12-19,Thursday,1,2,3,36,37,41,10,,3,3,4,2,3,0,0,2,1,0,0,1,2111000,84,67010,196,9600,4262.3,640,6956.3,320,85110.6,40,55481497
24/136,2024-12-17,Tuesday,9,11,23,26,30,48,28,,3,3,3,3,1,1,3,0,1,0,0,2,906560,125,38680,309,9600,6031.6,640,8624,320,101164.1,40,53670069
24/135,2024-12-14,Saturday,1,16,18,36,37,46,38,"16,37",3,3,2,4,1,2,0,2,1,0,0,0,0,53,80290,178,9600,3203.2,640,4741.5,320,59590.5,40,41841314
24/134,2024-12-12,Thursday,10,14,16,21,37,49,22,,4,2,3,3,1,2,1,1,1,0,0,0.5,695985,83.5,44450,121.5,9600,3894.4,640,3651.3,320,54974.8,40,36924849
24/133,2024-12-10,Tuesday,3,18,24,33,43,44,4,"18,33",3,3,3,3,1,1,1,1,2,2,19566290,7,376040,211.5,33180,568,9600,8316.4,640,10321.9,320,136277.6,40,77591011
24/132,2024-12-07,Saturday,1,15,18,33,34,39,22,,3,3,4,2,1,2,0,3,0,0,0,5,449320,66,90770,273,9600,5067.7,640,6956.7,320,94715.4,40,60265911
24/131,2024-12-05,Thursday,5,12,27,29,38,40,22,,2,4,3,3,1,1,2,2,0,0,0,3.5,576250,99.5,54050,237,9600,5492,640,6926,320,99433.8,40,55745011
24/130,2024-12-03,Tuesday,2,13,15,17,22,28,23,,5,1,3,3,1,3,2,0,0,0,0,1.5,1276740,80,63830,235,9600,4891.3,640,6491.4,320,89792.6,40,52529161
24/129,2024-11-30,Saturday,10,14,23,24,33,41,38,33,4,2,3,3,1,1,2,1,1,0,0,1,1566600,70,59680,164,9600,3429.2,640,4594.7,320,64332.1,40,41439147
24/128,2024-11-28,Thursday,9,15,26,32,33,44,1,44,2,4,3,3,1,1,1,2,1,0,0,1,1371390,39.5,92580,141.2,9600,2880.2,640,4072.1,320,55287,40,36119100
24/127,2024-11-26,Tuesday,8,11,12,28,29,44,34,,3,3,2,4,1,2,2,0,1,1.5,31396100,4,699950,308.5,24200,400,9600,12457.9,640,10203,320,185230.4,40,84661798
24/126,2024-11-23,Saturday,1,2,7,14,15,25,35,"1,14",5,1,4,2,3,2,1,0,0,0,0,6,387250,203.2,30490,369.5,9600,8427.7,640,9023.4,320,133191.7,40,68386950
24/125,2024-11-21,Thursday,1,3,6,14,32,34,12,32,4,2,2,4,3,1,0,2,0,0,0,3,730100,59.2,98660,221.5,9600,4463.4,640,8465.5,320,93373.4,40,58563862
24/124,2024-11-19,Tuesday,19,32,36,38,39,47,29,"19,38",1,5,3,3,0,1,0,4,1,0,0,4,550200,81,72450,207,9600,4452,640,6406.1,320,80715,40,57144818
24/123,2024-11-16,Saturday,1,3,7,19,31,38,23,,4,2,5,1,3,1,0,2,0,0,0,2,763340,113.5,35860,269.5,9600,5987.8,640,7747.5,320,101386.2,40,47025558
24/122,2024-11-14,Thursday,8,14,20,28,36,39,30,,3,3,1,5,1,2,1,2,0,0,0,0,0,59.5,66890,181,9600,3586.1,640,4902.2,320,66630.3,40,40506608
24/121,2024-11-12,Tuesday,5,13,22,27,45,46,7,27,3,3,4,2,1,1,2,0,2,0,0,3,474950,63,60310,155.5,9600,2643.9,640,4997.4,320,50654.3,40,37322491
24/120,2024-11-10,Sunday,3,20,24,27,30,42,17,,3,3,2,4,1,1,3,0,1,1,13105110,1,1701700,61,74390,209,9600,3815.7,640,5615.7,320,74272.2,40,45920598
24/119,2024-11-07,Thursday,11,17,33,36,40,44,2,11,2,4,3,3,0,2,0,3,1,0,0,3,501400,67,59860,134.5,9600,3615.7,640,4263.9,320,64773.5,40,39862458
24/118,2024-11-05,Tuesday,7,11,13,24,27,31,35,,4,2,5,1,1,2,2,1,0,1,13569080,0,0,175.7,24440,271.7,9600,7338.4,640,6491.7,320,112081.7,40,49859853
24/117,2024-11-02,Saturday,14,16,25,40,41,45,27,16,2,4,3,3,0,2,1,1,2,0,0,1.5,1052680,50.5,83380,125.5,9600,2460.5,640,3582,320,46952.6,40,39191998
24/116,2024-10-31,Thursday,7,13,16,22,23,31,6,13,5,1,4,2,1,2,2,1,0,0.5,4000000,2.5,596540,82.5,48200,278,9600,4171.5,640,7522.1,320,77407.3,40,43683034
24/115,2024-10-28,Monday,5,6,13,15,36,49,23,"13,49",4,2,4,2,2,2,0,1,1,3,33625630,8,1078200,329,69910,975,9600,17951.4,640,27128.9,320,345999.1,40,228601537
24/114,2024-10-22,Tuesday,13,21,28,30,41,49,3,,2,4,4,2,0,1,3,0,2,0,0,3.5,1525990,196.5,72480,551.5,9600,11171.5,640,16287.3,320,216829.1,40,140896033
24/113,2024-10-17,Thursday,11,17,22,26,33,46,35,,3,3,3,3,0,2,2,1,1,0,0,1,2197050,146.5,39990,258,9600,7443.2,640,7125,320,117738.3,40,62186567
24/112,2024-10-15,Tuesday,19,36,37,43,44,49,8,19,1,5,4,2,0,1,0,2,3,0,0,2,1148970,71,86300,146,9600,3524,640,5312.5,320,69882.4,40,56670107
24/111,2024-10-12,Saturday,4,8,9,19,20,48,21,48,5,1,2,4,3,2,0,0,1,0,0,7,183560,154.5,22170,332,9600,6468.7,640,7411.6,320,95566.3,40,42836150
24/110,2024-10-10,Thursday,10,33,35,40,44,48,6,"10,40",1,5,2,4,1,0,0,3,2,0,0,1,1545620,37.5,109910,106.5,9600,2569,640,3830.2,320,51057.8,40,38678222
24/109,2024-10-08,Tuesday,10,16,24,32,37,40,19,32,3,3,1,5,1,1,1,3,0,3.5,30972690,34.5,274430,592.5,42610,1688,9600,28090.2,640,35893.9,320,428234.6,40,269825272
24/108,2024-10-02,Wednesday,8,15,21,32,43,47,41,,3,3,4,2,1,1,1,1,2,0,0,3.5,1889190,246.5,71530,537.5,9600,12845,640,15839.5,320,239303.5,40,168741399
24/107,2024-09-26,Thursday,2,4,29,35,38,49,14,49,2,4,3,3,2,0,1,2,1,0,0,1,2023290,45,119890,125,9600,3067,640,4602.7,320,67087.6,40,50072730
24/106,2024-09-24,Tuesday,9,17,28,31,40,49,25,,2,4,4,2,1,1,1,2,1,0,0,1,1700440,56.5,80250,200,9600,3794,640,5166,320,70645,40,45410832
24/105,2024-09-21,Saturday,2,3,14,25,27,36,45,,3,3,3,3,2,1,2,1,0,0,0,1,1386960,65.5,56460,120.5,9600,3270.1,640,3437,320,60811,40,36519524
24/104,2024-09-19,Thursday,5,18,21,24,44,47,20,"5,18,21,24,44",4,2,3,3,1,1,2,0,2,1,8000000,1.5,38400,489,19200,181.5,9600,3665,640,4302.2,320,53730.3,40,37112427
24/103,2024-09-17,Tuesday,5,18,21,24,27,44,10,18,4,2,3,3,1,1,3,0,1,1.5,50366360,4.5,1522180,251,72770,740,9600,15578,640,24177.1,320,297824,40,184377147
24/102,2024-09-12,Thursday,14,18,20,25,32,43,45,20,3,3,2,4,0,3,1,1,1,0,0,0,0,43.5,94890,123.5,9600,2515.5,640,3072.7,320,48524.6,40,38457195
24/101,2024-09-10,Tuesday,1,12,16,20,21,30,27,,5,1,2,4,1,3,2,0,0,1,27998840,3,693380,144,38520,305.5,9600,7317.4,640,8360.4,320,120813,40,60931072
24/100,2024-09-07,Saturday,5,24,26,32,35,40,16,,2,4,2,4,1,0,2,3,0,0,0,2,1156440,72,85660,333.5,9600,4936.1,640,8657.2,320,93445.8,40,62839177
24/099,2024-09-03,Tuesday,2,3,7,25,46,48,13,2,3,3,3,3,3,0,1,0,2,0,0,0,0,70.5,64480,164,9600,3869,640,5666.8,320,79052.4,40,45749297
24/098,2024-08-31,Saturday,2,21,34,36,41,47,31,,2,4,3,3,1,0,1,2,2,0,0,3.5,406740,31,122460,116.5,9600,1907.2,640,3389.2,320,40049.2,40,35077215
24/097,2024-08-29,Thursday,6,7,18,24,28,29,1,,4,2,2,4,2,1,3,0,0,1.5,13080890,6,237320,161,23580,539.5,9600,7453.1,640,11752.4,320,113796.1,40,48296578
24/096,2024-08-27,Tuesday,2,15,23,33,34,39,19,15,3,3,4,2,1,1,1,3,0,0,0,0.5,854905,57,79990,213.5,9600,3322.2,640,4875.9,320,64544.1,40,44967321
24/095,2024-08-24,Saturday,9,15,19,28,31,41,42,9,3,3,5,1,1,2,1,1,1,0,0,0,0,50,72800,106.5,9600,2779.3,640,3227.5,320,53360.2,40,35064153
24/094,2024-08-22,Thursday,8,9,16,21,32,33,34,16,4,2,3,3,2,1,1,2,0,1,8000000,3,399020,109,29280,180.7,9600,4583.2,640,4499,320,78508.4,40,35742053
24/093,2024-08-20,Tuesday,1,4,16,26,39,49,7,26,3,3,3,3,2,1,1,1,1,2,4000000,1,1062790,51.5,68780,240,9600,3119.7,640,6905.9,320,59335.6,40,37949905
24/092,2024-08-17,Saturday,6,13,19,21,26,28,9,,4,2,3,3,1,2,3,0,0,1,11836290,3,426250,67.5,50510,372,9600,4044,640,9415.1,320,71096.7,40,40838742
24/091,2024-08-15,Thursday,3,16,33,35,39,44,8,35,2,4,4,2,1,1,0,3,1,0,0,3,458500,41,89460,150,9600,2358.7,640,4810.1,320,48550.4,40,35851187
24/090,2024-08-13,Tuesday,7,9,20,21,30,35,26,"21,35",4,2,4,2,2,1,2,1,0,1,8071050,1,1357010,96.5,37490,203.5,9600,4696.7,640,5501.1,320,82061.9,40,39918635
24/089,2024-08-10,Saturday,8,12,21,35,44,45,2,8,3,3,3,3,1,1,1,1,2,0.5,4000000,4,330510,42,83930,176,9600,2743,640,4756.6,320,52557.3,40,35562687
24/088,2024-08-08,Thursday,3,6,7,8,11,29,49,"3,7",5,1,4,2,4,1,1,0,0,4,2000000,5.5,38400,461.7,19200,266,9600,13172.1,640,6310,320,135333.3,40,38841130
24/087,2024-08-06,Tuesday,3,4,7,13,27,41,38,,4,2,5,1,3,1,1,0,1,0.5,4000000,0.5,319882.5,144.5,23610,166,9600,5396.9,640,4609.4,320,85918.1,40,38296228
24/086,2024-08-03,Saturday,5,6,8,22,26,44,40,,4,2,1,5,3,0,2,0,1,1,8000000,3.5,329900,84.5,36430,165.5,9600,4826.9,640,3740.2,320,77615.8,40,34549382
24/085,2024-08-01,Thursday,2,9,16,39,43,46,20,,3,3,3,3,2,1,0,1,2,1,8000000,3.5,398780,61,61010,107,9600,2287.5,640,3031.7,320,46515.4,40,34881626
24/084,2024-07-30,Tuesday,6,7,17,20,21,25,26,,5,1,4,2,2,2,2,0,0,1,49808800,3,1312080,263.5,39830,667.5,9600,14101.3,640,16314,320,237045.5,40,117186138
24/083,2024-07-25,Thursday,3,16,18,26,43,45,9,,3,3,3,3,1,2,1,0,2,0,0,1.5,1093580,82.5,53020,242,9600,3725.5,640,6948.2,320,65723.1,40,45106130
24/082,2024-07-23,Tuesday,12,13,24,25,27,34,4,,3,3,3,3,0,2,3,1,0,0,0,0,0,109.5,33760,184.2,9600,5080.5,640,5583.7,320,79217.8,40,40483478
24/081,2024-07-20,Saturday,17,18,31,33,39,41,14,18,2,4,5,1,0,2,0,3,1,1,8000000,0,0,67.7,53840,107,9600,2879.1,640,3078.2,320,52386.3,40,35078312
24/080,2024-07-18,Thursday,11,12,18,28,29,30,39,11,3,3,2,4,0,3,3,0,0,2,23269430,9.5,247370,376,19200,482.5,9600,12700.1,640,11045.5,320,181146.6,40,79757243
24/079,2024-07-16,Tuesday,11,13,17,34,40,47,21,17,3,3,4,2,0,3,0,2,1,0,0,5,568970,98.5,77010,297.5,9600,5654.5,640,9569,320,110321.4,40,74955723
24/078,2024-07-13,Saturday,17,21,24,27,29,48,8,29,3,3,4,2,0,1,4,0,1,0,0,1,2184630,110.5,52720,310,9600,5954.4,640,8342.6,320,104931.9,40,61218507
24/077,2024-07-11,Thursday,8,20,29,33,34,44,12,,2,4,2,4,1,1,1,2,1,0.5,24400275,1.5,2102270,123,68360,326.5,9600,6576.9,640,10528.7,320,125603.3,40,83426066
24/076,2024-07-09,Tuesday,18,25,30,35,36,40,44,,1,5,2,4,0,1,2,3,0,0,0,0.5,1299610,130,53310,236,9600,6702.7,640,6634,320,113722.5,40,69082776
24/075,2024-07-07,Sunday,1,2,17,27,34,41,22,27,3,3,4,2,2,1,1,1,1,0,0,1,2836370,96.5,78370,271,9600,5854.2,640,8043.3,320,116367.5,40,74319661
24/074,2024-07-02,Tuesday,5,8,15,21,27,37,2,21,4,2,5,1,2,1,2,1,0,0,0,3,603310,125.5,38450,364.5,9600,5369.6,640,8946.9,320,94018,40,53514413
24/073,2024-06-29,Saturday,7,21,29,30,36,46,42,30,2,4,3,3,1,0,3,1,1,0,0,1,1686080,58.5,76850,191,9600,4076.8,640,4739.6,320,73570.3,40,45213609
24/072,2024-06-27,Thursday,2,17,24,30,32,40,16,"30,40",3,3,1,5,1,1,2,2,0,0.5,11245790,1,1930740,74.5,69100,248.5,9600,4011,640,6716.3,320,78544.8,40,51836036
24/071,2024-06-25,Tuesday,21,30,34,40,48,49,16,"34,49",1,5,2,4,0,0,2,2,2,0,0,0,0,58,84290,118,9600,3550,640,4037.7,320,63010.6,40,46101446
24/070,2024-06-22,Saturday,18,25,28,34,42,49,14,42,1,5,2,4,0,1,2,1,2,0,0,0,0,37.5,97110,99.5,9600,2124.5,640,3196.7,320,46407.7,40,34112843
24/069,2024-06-20,Thursday,14,21,26,27,42,46,45,,2,4,2,4,0,1,3,0,2,1,15063020,1,1818640,65.5,74040,142,9600,2954.5,640,3833.5,320,60041.5,40,45385596
24/068,2024-06-18,Tuesday,9,16,31,33,38,48,23,,2,4,3,3,1,1,0,3,1,0,0,3.5,418240,59,66160,244,9600,3389.4,640,5527.6,320,64076.5,40,40640635
24/067,2024-06-16,Sunday,3,7,13,17,21,49,4,,5,1,6,0,2,2,1,0,1,0.5,4000000,0,0,136,23830,254,9600,5606.9,640,7038,320,80379.8,40,38909305
24/066,2024-06-13,Thursday,1,5,15,19,25,39,46,19,4,2,6,0,2,2,1,1,0,1,67718480,7,752300,302.5,46420,531.5,9600,14944.9,640,13842.5,320,251302.1,40,142887860
24/065,2024-06-09,Sunday,6,9,12,17,19,42,13,"6,19",5,1,3,3,2,3,0,0,1,0,0,10,464000,326,37950,838.5,9600,17871.6,640,21614.9,320,293214.3,40,141383379
24/064,2024-06-04,Tuesday,6,11,19,21,27,43,44,6,4,2,5,1,1,2,2,0,1,0,0,2,746840,71.5,55700,148,9600,3787.7,640,4027,320,69982.2,40,40112021
24/063,2024-06-01,Saturday,6,18,28,33,36,48,11,,2,4,1,5,1,1,1,2,1,1,23177670,4.5,358020,142.5,30140,316.5,9600,7597.7,640,8244.6,320,106109.2,40,51010163
24/062,2024-05-30,Thursday,1,24,25,27,30,32,13,,2,4,3,3,1,0,4,1,0,0,0,2,868220,78,59360,213,9600,4503.4,640,6784.6,320,83021.3,40,48119774
24/061,2024-05-28,Tuesday,33,37,38,43,44,46,32,"37,46",0,6,3,3,0,0,0,3,3,0,0,2,855840,60,76070,247.5,9600,3263,640,5216.4,320,57352.1,40,45141666
24/060,2024-05-25,Saturday,7,26,30,37,46,49,25,,1,5,3,3,1,0,2,1,2,0,0,2,662240,41.5,85100,120,9600,2316.5,640,3946,320,48182.4,40,34063801
24/059,2024-05-23,Thursday,5,9,18,21,36,40,13,40,4,2,3,3,2,1,1,2,0,1,36769230,1,2291780,129.5,47190,307.2,9600,6782.1,640,8499.4,320,116855.7,40,64669091
24/058,2024-05-21,Tuesday,2,3,4,15,37,40,8,,4,2,3,3,3,1,0,2,0,0,0,1,2216200,79.5,74330,234.7,9600,4352.9,640,8973.1,320,87413.4,40,59063126
24/057,2024-05-18,Saturday,8,17,19,27,33,45,37,,3,3,5,1,1,2,1,1,1,0,0,0.5,1064040,88.5,64120,197,9600,4579.5,640,6184.2,320,83824.1,40,47674681
24/056,2024-05-16,Thursday,21,32,40,43,44,49,1,49,1,5,3,3,0,0,1,2,3,0,0,0.5,1113855,45,132010,149,9600,2899.5,640,4286.5,320,52374.2,40,42727716
24/055,2024-05-14,Tuesday,14,37,38,41,45,49,5,41,1,5,4,2,0,1,0,2,3,0,0,1,1949710,44,118160,106,9600,2053.7,640,3058,320,40413.8,40,35575441
24/054,2024-05-12,Sunday,3,9,25,30,36,41,19,,2,4,4,2,2,0,2,1,1,1,21736320,1,2502390,112.5,59310,237.5,9600,5164.4,640,7229.2,320,94212.4,40,55554832
24/053,2024-05-09,Thursday,5,14,15,18,23,48,13,,5,1,3,3,1,3,1,0,1,0,0,2,1038190,65,85180,209.5,9600,3716.9,640,6063.1,320,71689.9,40,45202554
24/052,2024-05-07,Tuesday,8,19,27,30,36,42,2,30,2,4,2,4,1,1,2,1,1,0,0,1,1801160,47,102190,206.5,9600,3112.8,640,5548.3,320,60590.8,40,39572261
24/051,2024-05-04,Saturday,1,3,7,21,28,30,45,21,4,2,4,2,3,0,3,0,0,2.5,15089930,3.5,656830,290.2,21120,309,9600,10579.4,640,7159.7,320,149233.7,40,64517585
24/050,2024-05-02,Thursday,6,18,21,39,42,46,17,39,3,3,2,4,1,1,1,1,2,0,0,2,1465300,61,128110,188.5,9600,4417.5,640,6228.5,320,80803.3,40,58021809
24/049,2024-04-30,Tuesday,11,12,28,35,37,39,30,28,2,4,4,2,0,2,1,3,0,0,0,1,2681260,75,95330,196.5,9600,4357.7,640,6205.9,320,84702.5,40,54985753
24/048,2024-04-27,Saturday,9,18,28,40,47,48,23,,2,4,2,4,1,1,1,1,2,0,0,1,1997480,74,71980,163,9600,3975.5,640,4914.3,320,69631,40,42778772
24/047,2024-04-25,Thursday,3,17,25,32,36,38,46,,2,4,3,3,1,1,1,3,0,0,0,1,1809070,47.5,101560,149.5,9600,3227.9,640,4107.5,320,62360.3,40,38079881
24/046,2024-04-23,Tuesday,5,6,16,27,37,47,24,27,3,3,4,2,2,1,1,1,1,1.5,5333330,0,0,71,63240,151,9600,3370.7,640,4359.6,320,60293.4,40,36573781
24/045,2024-04-21,Sunday,7,8,10,12,17,27,25,17,5,1,3,3,3,2,1,0,0,3.5,7909880,7,194190,368.2,19200,660.4,9600,12485.7,640,12446.5,320,162835.1,40,63629164
24/044,2024-04-18,Thursday,17,25,26,30,38,48,28,17,1,5,2,4,0,1,3,1,1,0,0,1,2561350,70.5,96880,197,9600,3917.7,640,6365.3,320,71865.1,40,51989851
24/043,2024-04-16,Tuesday,12,14,17,18,23,44,27,"12,14,17",5,1,2,4,0,4,1,0,1,0,0,1.5,1604220,50.5,127060,191,9600,3968.4,640,5593.9,320,79441.6,40,49944294
24/042,2024-04-13,Saturday,6,10,12,14,17,41,47,,5,1,2,4,2,3,0,0,1,0.5,6822035,0,0,79.5,63100,195.5,9600,4344.2,640,5998.5,320,80148.1,40,43639576
24/041,2024-04-11,Thursday,2,7,9,13,33,35,49,13,4,2,5,1,3,1,0,2,0,0,0,2,807420,80.5,53490,202.5,9600,4753.5,640,5051,320,83330.2,40,40307751
24/040,2024-04-09,Tuesday,13,20,29,30,34,48,3,"30,34",2,4,2,4,0,2,2,1,1,1,8000000,0,0,46,119890,147,9600,2953,640,4507.2,320,58086.2,40,41144546
24/039,2024-04-06,Saturday,15,16,17,30,34,35,25,,3,3,3,3,0,3,1,2,0,1,8000000,1,1726050,64.5,71360,169.5,9600,2701.4,640,4179.8,320,50244.9,40,35830560
24/038,2024-04-04,Thursday,4,8,12,22,24,26,1,,5,1,0,6,2,1,3,0,0,2.5,14659460,7,233960,393,19200,952.5,9600,13906,640,18875.5,320,179980.2,40,71716401
24/037,2024-04-02,Tuesday,16,25,31,42,43,44,7,,1,5,3,3,0,1,1,1,3,0,0,0.5,1601385,99,86260,235.5,9600,4336.5,640,7223.4,320,82795,40,63190696
24/036,2024-03-30,Saturday,2,6,18,22,36,39,21,"2,39",4,2,1,5,2,1,1,2,0,0.5,20525725,1.5,2455870,179.2,54810,354.5,9600,8746.8,640,10081.2,320,152113.2,40,83887661
24/035,2024-03-28,Thursday,2,9,15,20,39,48,43,,4,2,3,3,2,2,0,1,1,1,22142760,1.5,1860740,89,83620,177.5,9600,4641.5,640,4883.5,320,87264.4,40,55880649
24/034,2024-03-26,Tuesday,6,11,12,18,24,42,38,"11,18,24,42",5,1,1,5,1,3,1,0,1,0,0,5.5,296140,210.5,20630,319.5,9600,8114.5,640,7014.6,320,107759.1,40,49533360
24/033,2024-03-23,Saturday,11,18,24,35,42,46,3,42,3,3,2,4,0,2,1,1,2,0,0,0.5,883075,44,107030,176.5,9600,3068.7,640,4546.3,320,55448.9,40,37536991
24/032,2024-03-21,Thursday,6,19,20,34,39,42,44,,3,3,2,4,1,2,0,2,1,2,7675880,2,1225290,73,89510,137.5,9600,3363.7,640,4017,320,67338.5,40,47045890
24/031,2024-03-19,Tuesday,7,8,29,30,36,48,28,8,2,4,2,4,2,0,2,1,1,0,0,3,492640,79.5,49570,275.5,9600,4081.3,640,6889.7,320,71404.2,40,39157438
24/030,2024-03-17,Sunday,1,8,13,23,40,44,15,23,4,2,3,3,2,1,1,1,1,1,76086400,2.5,2380200,182.5,86940,446,9600,11262.7,640,12947.5,320,206815.5,40,124998398
24/029,2024-03-14,Thursday,6,23,24,31,34,49,1,24,3,3,3,3,1,0,2,2,1,0,0,5,929060,133.5,92790,596,9600,8392.7,640,15174.3,320,165002.6,40,104779023
24/028,2024-03-12,Tuesday,13,16,18,24,32,43,44,32,4,2,2,4,0,3,1,1,1,0.5,44298780,5,1464170,240.5,81170,597,9600,12987,640,16657.5,320,244616.3,40,153316396
24/027,2024-03-09,Saturday,4,5,8,21,32,42,45,"5,32",4,2,2,4,3,0,1,1,1,0,0,4,1304640,165,84340,409,9600,8862.2,640,10045.5,320,167334.1,40,106921091
24/026,2024-03-07,Thursday,5,22,30,31,32,39,44,39,2,4,3,3,1,0,2,3,0,0,0,2.5,1747420,104,112010,292.5,9600,7399.1,640,8579.5,320,136159.5,40,88406173
